submission_date,state,new_case
8/3/2020,WY,40
8/3/2020,KY,760
8/3/2020,LA,1099
8/3/2020,SC,1209
8/3/2020,MN,1215
8/3/2020,AZ,1031
8/3/2020,RI,53
8/3/2020,PW,0
8/3/2020,CO,250
8/3/2020,MP,1
8/3/2020,PR,43
8/3/2020,MA,165
8/3/2020,AR,787
8/3/2020,TX,5303
8/3/2020,KS,1064
8/3/2020,WV,119
8/3/2020,HI,143
8/3/2020,GA,2538
8/3/2020,NYC,201
8/3/2020,NY,304
8/3/2020,SD,65
8/3/2020,OK,377
8/3/2020,AS,0
8/3/2020,UT,394
8/3/2020,FL,5335
8/3/2020,AK,59
8/3/2020,OH,932
8/3/2020,NM,114
8/3/2020,RMI,0
8/3/2020,PA,576
8/3/2020,IA,353
8/3/2020,TN,703
8/3/2020,ND,148
8/3/2020,MO,1449
8/3/2020,IN,576
8/3/2020,NC,729
8/3/2020,WA,551
8/3/2020,CT,252
8/3/2020,MT,121
8/3/2020,AL,2016
8/3/2020,VT,1
8/3/2020,IL,1298
8/3/2020,VA,1145
8/3/2020,DC,39
8/3/2020,FSM,0
8/3/2020,OR,269
8/2/2020,IL,1467
8/2/2020,NE,276
8/2/2020,NC,785
8/2/2020,GU,12
8/2/2020,AL,838
8/2/2020,DE,110
8/2/2020,WA,630
8/2/2020,FSM,0
8/2/2020,OR,280
8/2/2020,VA,1324
8/2/2020,AZ,1446
8/2/2020,WY,39
8/2/2020,DC,69
8/2/2020,MN,0
8/2/2020,NJ,350
8/2/2020,PW,0
8/2/2020,MA,353
8/2/2020,AK,136
8/2/2020,GA,3162
8/2/2020,AS,0
8/2/2020,NYC,286
8/2/2020,TX,6226
8/2/2020,WV,119
8/2/2020,IA,511
8/2/2020,NM,220
8/2/2020,KS,0
8/2/2020,OK,401
8/2/2020,AR,637
8/2/2020,FL,4795
8/2/2020,HI,207
8/2/2020,CO,433
8/2/2020,PR,121
8/2/2020,UT,379
8/2/2020,MP,2
8/2/2020,NY,268
8/2/2020,TN,760
8/2/2020,PA,655
8/2/2020,RMI,0
8/2/2020,OH,944
8/2/2020,SD,88
8/2/2020,CA,7349
8/2/2020,WI,932
8/2/2020,ID,230
8/2/2020,ND,125
8/2/2020,NV,1131
8/2/2020,MS,521
8/2/2020,ME,12
8/2/2020,NH,21
8/2/2020,VI,0
8/2/2020,VT,4
8/2/2020,MI,792
8/2/2020,MT,112
8/2/2020,CT,0
8/2/2020,IN,735
8/2/2020,MD,870
8/2/2020,MO,547
8/2/2020,RI,83
8/2/2020,KY,398
8/2/2020,LA,3467
8/2/2020,SC,1623
8/1/2020,MI,967
8/1/2020,ID,393
8/1/2020,DE,94
8/1/2020,ME,21
8/1/2020,NC,1757
8/1/2020,NE,253
8/1/2020,MO,550
8/1/2020,MD,909
8/1/2020,VT,4
8/1/2020,ND,58
8/1/2020,MS,707
8/1/2020,WA,850
8/1/2020,CA,7291
8/1/2020,LA,0
8/1/2020,SC,1519
8/1/2020,DC,79
8/1/2020,VA,981
8/1/2020,OR,324
8/1/2020,WY,43
8/1/2020,MN,759
8/1/2020,MP,0
8/1/2020,AS,0
8/1/2020,NYC,285
8/1/2020,OK,641
8/1/2020,PW,0
8/1/2020,PR,365
8/1/2020,HI,45
8/1/2020,AR,662
8/1/2020,TX,9539
8/1/2020,NY,441
8/1/2020,IA,399
8/1/2020,SD,103
8/1/2020,OH,928
8/1/2020,RMI,0
8/1/2020,GA,3732
8/1/2020,WV,93
8/1/2020,FL,7027
8/1/2020,UT,583
8/1/2020,AK,145
8/1/2020,MA,290
8/1/2020,KS,0
8/1/2020,CO,549
8/1/2020,PA,916
8/1/2020,NM,196
8/1/2020,TN,1934
8/1/2020,WI,1124
8/1/2020,CT,0
8/1/2020,MT,116
8/1/2020,NV,994
8/1/2020,VI,17
8/1/2020,GU,0
8/1/2020,AL,952
8/1/2020,NH,30
8/1/2020,IN,968
8/1/2020,IL,1639
8/1/2020,FSM,0
8/1/2020,NJ,405
8/1/2020,RI,86
8/1/2020,KY,398
8/1/2020,AZ,3013
7/31/2020,IL,1980
7/31/2020,VI,15
7/31/2020,MT,11
7/31/2020,CA,7859
7/31/2020,NV,1142
7/31/2020,AL,1343
7/31/2020,WI,855
7/31/2020,NJ,747
7/31/2020,MN,724
7/31/2020,RI,94
7/31/2020,FSM,0
7/31/2020,GA,4308
7/31/2020,FL,9450
7/31/2020,PW,0
7/31/2020,WV,220
7/31/2020,AS,0
7/31/2020,OK,634
7/31/2020,CO,594
7/31/2020,UT,539
7/31/2020,MA,387
7/31/2020,OH,1533
7/31/2020,IA,543
7/31/2020,TN,2186
7/31/2020,NM,212
7/31/2020,RMI,0
7/31/2020,SD,79
7/31/2020,MP,2
7/31/2020,AR,752
7/31/2020,HI,87
7/31/2020,AK,106
7/31/2020,KS,942
7/31/2020,PR,90
7/31/2020,NYC,312
7/31/2020,TX,8839
7/31/2020,PA,1017
7/31/2020,NY,359
7/31/2020,ND,133
7/31/2020,MO,1014
7/31/2020,NE,362
7/31/2020,DE,90
7/31/2020,CT,140
7/31/2020,NH,39
7/31/2020,MS,981
7/31/2020,ID,475
7/31/2020,NC,1848
7/31/2020,IN,901
7/31/2020,MD,1019
7/31/2020,MI,1406
7/31/2020,WA,986
7/31/2020,VT,8
7/31/2020,GU,0
7/31/2020,ME,27
7/31/2020,AZ,3213
7/31/2020,WY,40
7/31/2020,OR,362
7/31/2020,LA,1799
7/31/2020,DC,69
7/31/2020,SC,1749
7/31/2020,VA,913
7/31/2020,KY,664
7/30/2020,ME,22
7/30/2020,CA,8884
7/30/2020,WA,775
7/30/2020,NH,31
7/30/2020,MI,1441
7/30/2020,ND,168
7/30/2020,MT,174
7/30/2020,IL,1772
7/30/2020,MS,1265
7/30/2020,AL,1595
7/30/2020,GU,2
7/30/2020,NC,1909
7/30/2020,WY,58
7/30/2020,DC,58
7/30/2020,SC,1737
7/30/2020,OR,410
7/30/2020,MN,772
7/30/2020,TX,8800
7/30/2020,HI,122
7/30/2020,NYC,333
7/30/2020,AR,791
7/30/2020,AS,0
7/30/2020,AK,84
7/30/2020,OK,672
7/30/2020,PR,253
7/30/2020,PW,0
7/30/2020,NY,465
7/30/2020,OH,1733
7/30/2020,RMI,0
7/30/2020,SD,44
7/30/2020,NM,252
7/30/2020,MA,304
7/30/2020,WV,96
7/30/2020,MP,0
7/30/2020,UT,316
7/30/2020,CO,466
7/30/2020,GA,4183
7/30/2020,FL,8862
7/30/2020,KS,0
7/30/2020,PA,932
7/30/2020,IA,759
7/30/2020,TN,2123
7/30/2020,VI,8
7/30/2020,NE,383
7/30/2020,IN,954
7/30/2020,VT,1
7/30/2020,CT,130
7/30/2020,ID,567
7/30/2020,WI,1091
7/30/2020,MD,1169
7/30/2020,NV,1149
7/30/2020,DE,96
7/30/2020,MO,1072
7/30/2020,LA,1708
7/30/2020,RI,152
7/30/2020,KY,859
7/30/2020,AZ,2526
7/30/2020,VA,984
7/30/2020,NJ,240
7/30/2020,FSM,0
7/29/2020,MD,892
7/29/2020,AL,1995
7/29/2020,MO,1245
7/29/2020,NE,277
7/29/2020,CT,463
7/29/2020,ME,22
7/29/2020,CA,9157
7/29/2020,MT,113
7/29/2020,NH,13
7/29/2020,WY,39
7/29/2020,MN,745
7/29/2020,OR,305
7/29/2020,VA,911
7/29/2020,KY,700
7/29/2020,RI,94
7/29/2020,UT,605
7/29/2020,GA,3567
7/29/2020,PR,293
7/29/2020,AK,68
7/29/2020,HI,123
7/29/2020,OK,721
7/29/2020,CO,496
7/29/2020,PW,0
7/29/2020,TX,9042
7/29/2020,PA,808
7/29/2020,SD,149
7/29/2020,NM,345
7/29/2020,NY,413
7/29/2020,TN,2150
7/29/2020,RMI,0
7/29/2020,IA,498
7/29/2020,AS,0
7/29/2020,MP,0
7/29/2020,MA,356
7/29/2020,KS,698
7/29/2020,NYC,332
7/29/2020,AR,787
7/29/2020,WV,153
7/29/2020,FL,9796
7/29/2020,OH,1396
7/29/2020,IN,621
7/29/2020,MS,1204
7/29/2020,ND,74
7/29/2020,WI,924
7/29/2020,WA,782
7/29/2020,DE,90
7/29/2020,GU,3
7/29/2020,MI,1515
7/29/2020,NC,2070
7/29/2020,NV,870
7/29/2020,VI,13
7/29/2020,ID,457
7/29/2020,VT,1
7/29/2020,IL,1393
7/29/2020,DC,54
7/29/2020,NJ,506
7/29/2020,AZ,2340
7/29/2020,FSM,0
7/29/2020,SC,1640
7/29/2020,LA,1735
7/28/2020,MT,286
7/28/2020,DE,142
7/28/2020,NC,2181
7/28/2020,MS,1173
7/28/2020,ME,28
7/28/2020,CT,94
7/28/2020,ND,86
7/28/2020,NV,1096
7/28/2020,NE,320
7/28/2020,NH,59
7/28/2020,CA,4195
7/28/2020,IN,771
7/28/2020,ID,528
7/28/2020,FSM,0
7/28/2020,NJ,538
7/28/2020,SC,1222
7/28/2020,WY,69
7/28/2020,DC,87
7/28/2020,MN,666
7/28/2020,PR,310
7/28/2020,HI,110
7/28/2020,KS,0
7/28/2020,FL,9288
7/28/2020,AK,109
7/28/2020,MA,178
7/28/2020,AR,734
7/28/2020,WV,119
7/28/2020,UT,422
7/28/2020,TX,8342
7/28/2020,RMI,0
7/28/2020,NM,289
7/28/2020,NYC,157
7/28/2020,CO,881
7/28/2020,GA,4399
7/28/2020,OK,847
7/28/2020,MP,0
7/28/2020,AS,0
7/28/2020,PW,0
7/28/2020,PA,1116
7/28/2020,TN,2684
7/28/2020,IA,228
7/28/2020,SD,48
7/28/2020,NY,336
7/28/2020,OH,1320
7/28/2020,WI,783
7/28/2020,MI,1521
7/28/2020,MD,761
7/28/2020,MO,1151
7/28/2020,AL,2065
7/28/2020,IL,1076
7/28/2020,WA,864
7/28/2020,VI,10
7/28/2020,VT,3
7/28/2020,GU,2
7/28/2020,LA,1121
7/28/2020,AZ,2108
7/28/2020,RI,133
7/28/2020,OR,328
7/28/2020,KY,545
7/28/2020,VA,999
7/27/2020,NH,5
7/27/2020,CA,5836
7/27/2020,MI,1596
7/27/2020,VT,2
7/27/2020,MD,648
7/27/2020,ME,6
7/27/2020,IN,535
7/27/2020,NE,296
7/27/2020,MO,1344
7/27/2020,NV,988
7/27/2020,ND,155
7/27/2020,NC,722
7/27/2020,FSM,0
7/27/2020,SC,1203
7/27/2020,KY,615
7/27/2020,WY,45
7/27/2020,DC,78
7/27/2020,AR,824
7/27/2020,KS,1063
7/27/2020,PR,56
7/27/2020,GA,3077
7/27/2020,AS,0
7/27/2020,FL,9105
7/27/2020,UT,413
7/27/2020,AK,94
7/27/2020,OK,362
7/27/2020,MA,182
7/27/2020,NY,318
7/27/2020,OH,1104
7/27/2020,IA,355
7/27/2020,TN,604
7/27/2020,PA,751
7/27/2020,NM,460
7/27/2020,MP,1
7/27/2020,TX,4267
7/27/2020,PW,0
7/27/2020,NYC,168
7/27/2020,WV,94
7/27/2020,HI,47
7/27/2020,CO,200
7/27/2020,RMI,0
7/27/2020,SD,49
7/27/2020,DE,71
7/27/2020,IL,1231
7/27/2020,GU,3
7/27/2020,WA,670
7/27/2020,VI,14
7/27/2020,AL,2217
7/27/2020,CT,207
7/27/2020,MT,0
7/27/2020,MS,1197
7/27/2020,WI,601
7/27/2020,ID,517
7/27/2020,OR,330
7/27/2020,VA,922
7/27/2020,AZ,1814
7/27/2020,NJ,493
7/27/2020,RI,54
7/27/2020,MN,478
7/27/2020,LA,2343
7/26/2020,MT,39
7/26/2020,MO,415
7/26/2020,WI,965
7/26/2020,NE,204
7/26/2020,VI,0
7/26/2020,CA,8337
7/26/2020,MI,658
7/26/2020,NC,893
7/26/2020,IL,1541
7/26/2020,DE,112
7/26/2020,WA,799
7/26/2020,GU,9
7/26/2020,VA,1505
7/26/2020,NJ,534
7/26/2020,AZ,1974
7/26/2020,FSM,0
7/26/2020,SC,1600
7/26/2020,MN,1512
7/26/2020,GA,2740
7/26/2020,AR,642
7/26/2020,WV,139
7/26/2020,AS,0
7/26/2020,PR,73
7/26/2020,CO,582
7/26/2020,OK,385
7/26/2020,KS,0
7/26/2020,OH,889
7/26/2020,RMI,0
7/26/2020,PA,859
7/26/2020,MP,1
7/26/2020,NYC,316
7/26/2020,UT,438
7/26/2020,TX,5810
7/26/2020,PW,0
7/26/2020,FL,8775
7/26/2020,MA,273
7/26/2020,HI,28
7/26/2020,AK,185
7/26/2020,TN,740
7/26/2020,NM,254
7/26/2020,NY,307
7/26/2020,SD,90
7/26/2020,IA,528
7/26/2020,MD,1128
7/26/2020,ME,18
7/26/2020,AL,792
7/26/2020,CT,0
7/26/2020,MS,583
7/26/2020,NH,21
7/26/2020,NV,1030
7/26/2020,IN,852
7/26/2020,ID,350
7/26/2020,VT,4
7/26/2020,ND,110
7/26/2020,WY,29
7/26/2020,KY,303
7/26/2020,OR,266
7/26/2020,DC,63
7/26/2020,RI,105
7/26/2020,LA,3840
7/25/2020,MT,95
7/25/2020,NV,1897
7/25/2020,CT,0
7/25/2020,WA,1039
7/25/2020,NE,201
7/25/2020,ME,57
7/25/2020,VT,13
7/25/2020,MO,530
7/25/2020,IN,922
7/25/2020,NC,2002
7/25/2020,NH,40
7/25/2020,MN,0
7/25/2020,DC,68
7/25/2020,LA,0
7/25/2020,SC,1936
7/25/2020,KY,425
7/25/2020,AZ,3741
7/25/2020,FSM,0
7/25/2020,TX,6020
7/25/2020,CO,802
7/25/2020,MP,0
7/25/2020,PW,0
7/25/2020,SD,105
7/25/2020,PA,1106
7/25/2020,NM,313
7/25/2020,TN,1828
7/25/2020,OK,714
7/25/2020,AR,732
7/25/2020,KS,0
7/25/2020,GA,3822
7/25/2020,AK,88
7/25/2020,MA,210
7/25/2020,HI,64
7/25/2020,UT,383
7/25/2020,NYC,322
7/25/2020,WV,126
7/25/2020,AS,0
7/25/2020,PR,273
7/25/2020,FL,9217
7/25/2020,IA,400
7/25/2020,OH,1438
7/25/2020,RMI,0
7/25/2020,NY,410
7/25/2020,WI,988
7/25/2020,ND,140
7/25/2020,CA,8562
7/25/2020,IL,1426
7/25/2020,DE,117
7/25/2020,ID,563
7/25/2020,MD,694
7/25/2020,MS,587
7/25/2020,GU,0
7/25/2020,AL,932
7/25/2020,VI,9
7/25/2020,MI,868
7/25/2020,OR,388
7/25/2020,NJ,547
7/25/2020,VA,958
7/25/2020,WY,41
7/25/2020,RI,119
7/24/2020,MS,1203
7/24/2020,ND,122
7/24/2020,MD,1288
7/24/2020,IL,1599
7/24/2020,NV,0
7/24/2020,CA,9447
7/24/2020,AL,1528
7/24/2020,ID,528
7/24/2020,WA,851
7/24/2020,NH,57
7/24/2020,VT,4
7/24/2020,KY,823
7/24/2020,OR,391
7/24/2020,MN,801
7/24/2020,NJ,499
7/24/2020,LA,2084
7/24/2020,RI,108
7/24/2020,SC,1715
7/24/2020,AK,57
7/24/2020,TX,8701
7/24/2020,GA,5023
7/24/2020,KS,1005
7/24/2020,AR,990
7/24/2020,PW,0
7/24/2020,HI,70
7/24/2020,OK,694
7/24/2020,WV,145
7/24/2020,MP,0
7/24/2020,IA,636
7/24/2020,PA,1227
7/24/2020,RMI,0
7/24/2020,OH,1560
7/24/2020,SD,57
7/24/2020,UT,792
7/24/2020,FL,11979
7/24/2020,MA,214
7/24/2020,NYC,349
7/24/2020,CO,719
7/24/2020,AS,0
7/24/2020,PR,304
7/24/2020,NY,393
7/24/2020,TN,1911
7/24/2020,NM,312
7/24/2020,MI,1371
7/24/2020,MO,1114
7/24/2020,GU,0
7/24/2020,ME,-1
7/24/2020,MT,210
7/24/2020,NC,1875
7/24/2020,NE,372
7/24/2020,WI,1058
7/24/2020,IN,996
7/24/2020,VI,10
7/24/2020,CT,544
7/24/2020,DE,113
7/24/2020,DC,78
7/24/2020,FSM,0
7/24/2020,AZ,3358
7/24/2020,VA,1245
7/24/2020,WY,58
7/23/2020,MS,1137
7/23/2020,DE,76
7/23/2020,MD,930
7/23/2020,MI,1416
7/23/2020,IN,929
7/23/2020,ME,21
7/23/2020,WI,1086
7/23/2020,VI,6
7/23/2020,GU,5
7/23/2020,LA,2296
7/23/2020,SC,1760
7/23/2020,AZ,2336
7/23/2020,RI,86
7/23/2020,AR,1013
7/23/2020,TX,9507
7/23/2020,HI,58
7/23/2020,PW,0
7/23/2020,FL,12266
7/23/2020,MP,0
7/23/2020,KS,0
7/23/2020,UT,635
7/23/2020,AS,0
7/23/2020,CO,608
7/23/2020,MA,270
7/23/2020,SD,66
7/23/2020,TN,2162
7/23/2020,NY,423
7/23/2020,IA,635
7/23/2020,RMI,0
7/23/2020,NYC,355
7/23/2020,OK,892
7/23/2020,GA,4532
7/23/2020,PR,305
7/23/2020,AK,64
7/23/2020,WV,89
7/23/2020,PA,837
7/23/2020,OH,1444
7/23/2020,NM,335
7/23/2020,MT,128
7/23/2020,NV,1263
7/23/2020,NE,311
7/23/2020,MO,1209
7/23/2020,VT,11
7/23/2020,CT,9
7/23/2020,NH,23
7/23/2020,IL,1624
7/23/2020,WA,733
7/23/2020,ND,121
7/23/2020,NC,2070
7/23/2020,ID,414
7/23/2020,CA,10186
7/23/2020,AL,1885
7/23/2020,NJ,286
7/23/2020,KY,903
7/23/2020,MN,769
7/23/2020,VA,1127
7/23/2020,DC,42
7/23/2020,WY,59
7/23/2020,FSM,0
7/23/2020,OR,319
7/22/2020,MI,1592
7/22/2020,IL,1598
7/22/2020,MO,1166
7/22/2020,CA,11116
7/22/2020,DE,149
7/22/2020,CT,127
7/22/2020,MD,664
7/22/2020,AZ,1927
7/22/2020,WY,50
7/22/2020,VA,844
7/22/2020,KY,721
7/22/2020,NJ,445
7/22/2020,LA,2771
7/22/2020,RI,91
7/22/2020,HI,54
7/22/2020,MP,1
7/22/2020,AS,0
7/22/2020,NYC,432
7/22/2020,FL,10058
7/22/2020,TN,2358
7/22/2020,NY,355
7/22/2020,PR,296
7/22/2020,WV,262
7/22/2020,UT,606
7/22/2020,GA,3547
7/22/2020,OK,817
7/22/2020,CO,622
7/22/2020,AR,581
7/22/2020,AK,94
7/22/2020,KS,770
7/22/2020,MA,192
7/22/2020,PW,0
7/22/2020,TX,9879
7/22/2020,SD,58
7/22/2020,PA,810
7/22/2020,IA,527
7/22/2020,NM,311
7/22/2020,OH,1527
7/22/2020,RMI,0
7/22/2020,AL,2045
7/22/2020,VT,2
7/22/2020,VI,28
7/22/2020,IN,757
7/22/2020,WI,747
7/22/2020,GU,2
7/22/2020,NC,2333
7/22/2020,NE,343
7/22/2020,ID,500
7/22/2020,MT,197
7/22/2020,WA,660
7/22/2020,NH,33
7/22/2020,NV,1136
7/22/2020,MS,1276
7/22/2020,ND,126
7/22/2020,ME,15
7/22/2020,FSM,0
7/22/2020,SC,1975
7/22/2020,DC,102
7/22/2020,MN,760
7/22/2020,OR,255
7/21/2020,VT,4
7/21/2020,IL,955
7/21/2020,MI,1529
7/21/2020,MT,91
7/21/2020,IN,710
7/21/2020,CT,41
7/21/2020,ID,556
7/21/2020,ND,160
7/21/2020,CA,5528
7/21/2020,AL,2244
7/21/2020,MD,627
7/21/2020,WA,840
7/21/2020,FSM,0
7/21/2020,AZ,3501
7/21/2020,MN,504
7/21/2020,WY,51
7/21/2020,VA,1022
7/21/2020,OR,292
7/21/2020,SC,1456
7/21/2020,DC,88
7/21/2020,LA,1691
7/21/2020,GA,3732
7/21/2020,HI,17
7/21/2020,PR,322
7/21/2020,AK,90
7/21/2020,TX,9305
7/21/2020,NY,464
7/21/2020,SD,76
7/21/2020,PA,1050
7/21/2020,TN,2846
7/21/2020,NYC,202
7/21/2020,OK,1091
7/21/2020,AR,738
7/21/2020,FL,9640
7/21/2020,UT,564
7/21/2020,MA,165
7/21/2020,KS,0
7/21/2020,WV,57
7/21/2020,AS,0
7/21/2020,CO,558
7/21/2020,MP,0
7/21/2020,PW,0
7/21/2020,OH,1047
7/21/2020,NM,302
7/21/2020,RMI,0
7/21/2020,IA,249
7/21/2020,MO,1216
7/21/2020,GU,1
7/21/2020,DE,59
7/21/2020,NH,13
7/21/2020,MS,1393
7/21/2020,NC,2367
7/21/2020,ME,11
7/21/2020,VI,0
7/21/2020,NV,816
7/21/2020,NE,332
7/21/2020,WI,1161
7/21/2020,RI,64
7/21/2020,NJ,347
7/21/2020,KY,810
7/20/2020,MD,860
7/20/2020,NC,818
7/20/2020,ID,393
7/20/2020,CT,162
7/20/2020,MS,1476
7/20/2020,ME,0
7/20/2020,MO,1426
7/20/2020,MI,1749
7/20/2020,AL,2648
7/20/2020,IL,1173
7/20/2020,KY,534
7/20/2020,MN,1253
7/20/2020,DC,78
7/20/2020,OR,268
7/20/2020,NJ,241
7/20/2020,SC,2358
7/20/2020,GA,2766
7/20/2020,OK,368
7/20/2020,PW,0
7/20/2020,MA,174
7/20/2020,FL,9227
7/20/2020,UT,402
7/20/2020,WV,100
7/20/2020,AK,73
7/20/2020,HI,24
7/20/2020,OH,1236
7/20/2020,PA,751
7/20/2020,RMI,0
7/20/2020,NM,244
7/20/2020,TX,7404
7/20/2020,MP,0
7/20/2020,AR,699
7/20/2020,CO,427
7/20/2020,NYC,236
7/20/2020,PR,64
7/20/2020,AS,0
7/20/2020,KS,1369
7/20/2020,IA,501
7/20/2020,SD,37
7/20/2020,TN,758
7/20/2020,NY,235
7/20/2020,NH,46
7/20/2020,DE,144
7/20/2020,WA,795
7/20/2020,CA,7374
7/20/2020,VI,11
7/20/2020,MT,88
7/20/2020,NE,292
7/20/2020,WI,727
7/20/2020,IN,635
7/20/2020,VT,9
7/20/2020,ND,81
7/20/2020,NV,948
7/20/2020,GU,10
7/20/2020,WY,61
7/20/2020,AZ,1560
7/20/2020,VA,996
7/20/2020,FSM,0
7/20/2020,RI,61
7/20/2020,LA,3186
7/19/2020,VI,14
7/19/2020,MO,497
7/19/2020,ME,65
7/19/2020,ID,571
7/19/2020,CT,0
7/19/2020,MD,554
7/19/2020,DC,67
7/19/2020,OR,430
7/19/2020,FSM,0
7/19/2020,VA,945
7/19/2020,AZ,2360
7/19/2020,NJ,-10
7/19/2020,AS,0
7/19/2020,GA,3193
7/19/2020,PW,0
7/19/2020,AK,83
7/19/2020,AR,695
7/19/2020,CO,369
7/19/2020,UT,637
7/19/2020,WV,120
7/19/2020,PR,97
7/19/2020,TX,7300
7/19/2020,MP,0
7/19/2020,HI,12
7/19/2020,OH,1110
7/19/2020,NM,235
7/19/2020,PA,744
7/19/2020,IA,682
7/19/2020,RMI,0
7/19/2020,NYC,436
7/19/2020,FL,10360
7/19/2020,KS,0
7/19/2020,MA,218
7/19/2020,OK,487
7/19/2020,NY,204
7/19/2020,SD,44
7/19/2020,TN,999
7/19/2020,ND,107
7/19/2020,GU,1
7/19/2020,NC,964
7/19/2020,DE,115
7/19/2020,AL,924
7/19/2020,NV,1288
7/19/2020,NE,109
7/19/2020,MS,683
7/19/2020,VT,7
7/19/2020,NH,15
7/19/2020,CA,10814
7/19/2020,MT,62
7/19/2020,WI,849
7/19/2020,WA,934
7/19/2020,IL,965
7/19/2020,MI,694
7/19/2020,IN,917
7/19/2020,LA,3116
7/19/2020,MN,0
7/19/2020,SC,1553
7/19/2020,KY,335
7/19/2020,RI,75
7/19/2020,WY,18
7/18/2020,NV,1186
7/18/2020,ME,2
7/18/2020,MD,925
7/18/2020,MO,644
7/18/2020,VI,0
7/18/2020,NH,23
7/18/2020,WI,1031
7/18/2020,NC,1958
7/18/2020,MT,105
7/18/2020,DE,85
7/18/2020,AL,1096
7/18/2020,KY,958
7/18/2020,WY,39
7/18/2020,RI,98
7/18/2020,SC,2066
7/18/2020,OR,347
7/18/2020,DC,79
7/18/2020,FSM,0
7/18/2020,MA,177
7/18/2020,GA,4743
7/18/2020,CO,525
7/18/2020,HI,28
7/18/2020,AS,0
7/18/2020,AK,62
7/18/2020,UT,653
7/18/2020,NM,280
7/18/2020,RMI,0
7/18/2020,OH,1542
7/18/2020,SD,73
7/18/2020,NY,367
7/18/2020,PA,825
7/18/2020,TN,1969
7/18/2020,TX,10158
7/18/2020,WV,139
7/18/2020,OK,917
7/18/2020,FL,12352
7/18/2020,PR,287
7/18/2020,KS,0
7/18/2020,NYC,435
7/18/2020,PW,0
7/18/2020,MP,0
7/18/2020,AR,771
7/18/2020,IA,319
7/18/2020,VT,3
7/18/2020,ND,112
7/18/2020,CT,0
7/18/2020,WA,971
7/18/2020,GU,1
7/18/2020,MS,864
7/18/2020,ID,550
7/18/2020,IN,841
7/18/2020,CA,11129
7/18/2020,IL,1276
7/18/2020,MI,888
7/18/2020,NE,123
7/18/2020,MN,734
7/18/2020,NJ,287
7/18/2020,VA,1057
7/18/2020,LA,0
7/18/2020,AZ,2781
7/17/2020,MO,1026
7/17/2020,WA,754
7/17/2020,MI,1473
7/17/2020,NV,1383
7/17/2020,VI,20
7/17/2020,DE,79
7/17/2020,ID,619
7/17/2020,GU,3
7/17/2020,WY,43
7/17/2020,FSM,0
7/17/2020,DC,39
7/17/2020,KY,620
7/17/2020,AZ,3873
7/17/2020,SC,1998
7/17/2020,OR,293
7/17/2020,FL,10140
7/17/2020,OK,828
7/17/2020,AS,0
7/17/2020,MA,216
7/17/2020,NYC,461
7/17/2020,PW,0
7/17/2020,WV,126
7/17/2020,CO,587
7/17/2020,GA,4233
7/17/2020,MP,1
7/17/2020,KS,1032
7/17/2020,OH,1679
7/17/2020,IA,590
7/17/2020,NM,318
7/17/2020,RMI,0
7/17/2020,SD,95
7/17/2020,TN,2246
7/17/2020,AK,42
7/17/2020,PR,338
7/17/2020,UT,805
7/17/2020,TX,14916
7/17/2020,AR,648
7/17/2020,HI,19
7/17/2020,NY,409
7/17/2020,PA,1041
7/17/2020,VT,9
7/17/2020,IL,1427
7/17/2020,WI,929
7/17/2020,NE,227
7/17/2020,MS,1216
7/17/2020,IN,733
7/17/2020,MT,24
7/17/2020,NH,26
7/17/2020,CA,11706
7/17/2020,ME,8
7/17/2020,MD,835
7/17/2020,CT,143
7/17/2020,NC,2120
7/17/2020,AL,1984
7/17/2020,ND,115
7/17/2020,LA,2179
7/17/2020,NJ,95
7/17/2020,VA,940
7/17/2020,MN,457
7/17/2020,RI,85
7/16/2020,WA,1262
7/16/2020,MT,124
7/16/2020,VT,9
7/16/2020,ME,38
7/16/2020,DE,126
7/16/2020,CT,114
7/16/2020,VI,14
7/16/2020,IN,710
7/16/2020,NC,2266
7/16/2020,ND,124
7/16/2020,CA,11639
7/16/2020,ID,688
7/16/2020,VA,1002
7/16/2020,KY,690
7/16/2020,NJ,271
7/16/2020,WY,41
7/16/2020,MN,666
7/16/2020,OR,428
7/16/2020,AR,817
7/16/2020,NYC,418
7/16/2020,WV,100
7/16/2020,AK,63
7/16/2020,OK,1006
7/16/2020,GA,3676
7/16/2020,PW,0
7/16/2020,MA,143
7/16/2020,HI,23
7/16/2020,SD,42
7/16/2020,TN,2461
7/16/2020,NY,384
7/16/2020,PA,818
7/16/2020,NM,297
7/16/2020,OH,1290
7/16/2020,TX,10291
7/16/2020,CO,596
7/16/2020,FL,11166
7/16/2020,MP,0
7/16/2020,UT,923
7/16/2020,PR,422
7/16/2020,AS,0
7/16/2020,KS,0
7/16/2020,IA,838
7/16/2020,RMI,0
7/16/2020,MO,1061
7/16/2020,NE,151
7/16/2020,NH,26
7/16/2020,MS,1427
7/16/2020,MD,707
7/16/2020,WI,942
7/16/2020,AL,2238
7/16/2020,IL,1257
7/16/2020,GU,0
7/16/2020,NV,1447
7/16/2020,MI,1661
7/16/2020,SC,1857
7/16/2020,AZ,3260
7/16/2020,FSM,0
7/16/2020,LA,2280
7/16/2020,RI,95
7/16/2020,DC,50
7/15/2020,NV,841
7/15/2020,DE,79
7/15/2020,GU,1
7/15/2020,AL,2325
7/15/2020,ID,727
7/15/2020,WA,743
7/15/2020,MI,1759
